img.idx,img.anno_task_id,img.timestamp,img.timestamp_lock,img.state,img.sim_class,img.frame_n,img.video_path,img.img_path,img.result_id,img.iteration,img.user_id,img.anno_time,img.lbl.idx,img.lbl.name,img.lbl.external_id,img.annotator,img.is_junk,anno.idx,anno.anno_task_id,anno.timestamp,anno.timestamp_lock,anno.state,anno.track_id,anno.dtype,anno.sim_class,anno.iteration,anno.user_id,anno.img_anno_id,anno.annotator,anno.confidence,anno.anno_time,anno.lbl.idx,anno.lbl.name,anno.lbl.external_id,anno.data
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,14,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.104505,[36],"[""fish""]","[""""]","{""x"": 0.24000401673640168, ""y"": 0.5302629846582985}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,15,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.103785,[36],"[""fish""]","[""""]","{""x"": 0.28456301255230126, ""y"": 0.577792580195258}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,16,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.10325,[36],"[""fish""]","[""""]","{""x"": 0.3815645188284519, ""y"": 0.5747458112505811}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,17,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.117675,[36],"[""fish""]","[""""]","{""x"": 0.3400903765690377, ""y"": 0.6070415620641562}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,18,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.10035,[36],"[""fish""]","[""""]","{""x"": 0.3688823430962343, ""y"": 0.6923510925151093}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,19,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.111735,[36],"[""fish""]","[""""]","{""x"": 0.44017673640167365, ""y"": 0.5979012552301255}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,20,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.098525,[36],"[""fish""]","[""""]","{""x"": 0.47102527196652716, ""y"": 0.6344624825662483}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,21,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.090145,[36],"[""fish""]","[""""]","{""x"": 0.5135276987447699, ""y"": 0.5387939377033938}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,22,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.100715,[36],"[""fish""]","[""""]","{""x"": 0.4035012552301255, ""y"": 0.5327003998140399}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,23,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.10887,[36],"[""fish""]","[""""]","{""x"": 0.381907280334728, ""y"": 0.45104699209669913}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,24,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.11484,[36],"[""fish""]","[""""]","{""x"": 0.3760803347280335, ""y"": 0.3785338912133891}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,25,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.088145,[36],"[""fish""]","[""""]","{""x"": 0.24880966694560672, ""y"": 0.6690099860529984}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,26,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.080235,[36],"[""fish""]","[""""]","{""x"": 0.24880966694560672, ""y"": 0.7427174203626219}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,27,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.102265,[36],"[""fish""]","[""""]","{""x"": 0.27557248535564854, ""y"": 0.7602668094839609}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,28,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.07564,[36],"[""fish""]","[""""]","{""x"": 0.17707204016736403, ""y"": 0.8335531231985122}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,29,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.110315,[36],"[""fish""]","[""""]","{""x"": 0.22762936234309625, ""y"": 0.8746845039516501}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,30,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.09448,[36],"[""fish""]","[""""]","{""x"": 0.41186367196652723, ""y"": 0.7726177443049742}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,31,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.07004,[36],"[""fish""]","[""""]","{""x"": 0.47099003179916316, ""y"": 0.704065443049744}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,32,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.085895,[36],"[""fish""]","[""""]","{""x"": 0.5534871564853554, ""y"": 0.6880776182240818}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,33,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.081815,[36],"[""fish""]","[""""]","{""x"": 0.5330859916317989, ""y"": 0.6533688264063225}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,34,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.144465,[36],"[""fish""]","[""""]","{""x"": 0.5686235046025103, ""y"": 0.60813040111576}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,35,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.075315,[36],"[""fish""]","[""""]","{""x"": 0.6359692853556483, ""y"": 0.6752080662017665}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,36,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.085315,[36],"[""fish""]","[""""]","{""x"": 0.5126094192468618, ""y"": 0.7801205080427708}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,37,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.10179,[36],"[""fish""]","[""""]","{""x"": 0.6342897539748953, ""y"": 0.7054746688981868}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,38,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.065385,[36],"[""fish""]","[""""]","{""x"": 0.6711366158995814, ""y"": 0.6125482160855416}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,39,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.09318,[36],"[""fish""]","[""""]","{""x"": 0.6514278292887028, ""y"": 0.6178800617387261}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,40,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.93273,[36],"[""fish""]","[""""]","{""x"": 0.6788487497907942, ""y"": 0.5645616052068804}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,41,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.093075,[36],"[""fish""]","[""""]","{""x"": 0.9539748953974896, ""y"": 0.7648070664807066}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,42,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.092315,[36],"[""fish""]","[""""]","{""x"": 0.9891213389121339, ""y"": 0.6666201766620177}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,43,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.100775,[36],"[""fish""]","[""""]","{""x"": 0.8686192468619247, ""y"": 0.5609948860994886}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,44,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.09378,[36],"[""fish""]","[""""]","{""x"": 0.7372384937238494, ""y"": 0.6130636913063692}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,45,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.092665,[36],"[""fish""]","[""""]","{""x"": 0.801673640167364, ""y"": 0.37503486750348675}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,46,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.1031,[36],"[""fish""]","[""""]","{""x"": 0.6878661087866109, ""y"": 0.39437470943747094}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,47,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.09311,[36],"[""fish""]","[""""]","{""x"": 0.699581589958159, ""y"": 0.28577405857740584}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,48,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.070545,[36],"[""fish""]","[""""]","{""x"": 0.5715481171548117, ""y"": 0.23519293351929335}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,49,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.105835,[36],"[""fish""]","[""""]","{""x"": 0.27364016736401675, ""y"": 0.31701534170153417}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,50,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.078595,[36],"[""fish""]","[""""]","{""x"": 0.010878661087866108, ""y"": 0.8674569967456996}"
6,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,1,,,data/media/fish_test/GO024498_CUTTED_1_000130.jpg,8,0,1,79.6588,[],[],[],LOST Admin,,51,5,2020-12-28 18:48:25.868003,2020-12-28 18:48:24.563023,4,,point,,0,1,6,LOST Admin,,0.099145,[36],"[""fish""]","[""""]","{""x"": 0.0301255230125523, ""y"": 0.9760576476057647}"
7,5,2020-12-28 18:48:33.875025,2020-12-28 18:48:28.494073,4,1,,,data/media/fish_test/GP010015_000276.jpg,8,0,1,20.4467,[],[],[],LOST Admin,,52,5,2020-12-28 18:48:33.875025,2020-12-28 18:48:28.494073,4,,point,,0,1,7,LOST Admin,,0.09851,[36],"[""fish""]","[""""]","{""x"": 0.7603666666666666, ""y"": 0.5001682384823848}"
8,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,1,,,data/media/fish_test/20130921-Brijuni-Trstike2-GO035425_CUTTED_000475.jpg,8,0,1,19.0409,[],[],[],LOST Admin,,53,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,,point,,0,1,8,LOST Admin,,0.08376,[36],"[""fish""]","[""""]","{""x"": 0.40589231408200827, ""y"": 0.7172498915912597}"
8,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,1,,,data/media/fish_test/20130921-Brijuni-Trstike2-GO035425_CUTTED_000475.jpg,8,0,1,19.0409,[],[],[],LOST Admin,,54,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,,point,,0,1,8,LOST Admin,,0.110375,[36],"[""fish""]","[""""]","{""x"": 0.3715235904267781, ""y"": 0.7128570845009762}"
8,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,1,,,data/media/fish_test/20130921-Brijuni-Trstike2-GO035425_CUTTED_000475.jpg,8,0,1,19.0409,[],[],[],LOST Admin,,55,5,2020-12-28 18:48:34.873319,2020-12-28 18:48:34.109765,4,,point,,0,1,8,LOST Admin,,0.099025,[36],"[""fish""]","[""""]","{""x"": 0.31818902258075304, ""y"": 0.7172636873610412}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,56,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.12245,[36],"[""fish""]","[""""]","{""x"": 0.5998306833170729, ""y"": 0.5115432363360433}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,57,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.11574,[36],"[""fish""]","[""""]","{""x"": 0.6126368637398373, ""y"": 0.2839769981571815}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,58,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.10605,[36],"[""fish""]","[""""]","{""x"": 0.7111565451134957, ""y"": 0.2969476724552844}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,59,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.118615,[36],"[""fish""]","[""""]","{""x"": 0.3843423155720324, ""y"": 0.4008112025044986}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,60,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.13875,[36],"[""fish""]","[""""]","{""x"": 0.41395420924878046, ""y"": 0.16388904030352303}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,61,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.144525,[36],"[""fish""]","[""""]","{""x"": 0.3294901918282926, ""y"": 0.27560611606894303}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,62,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.11029,[36],"[""fish""]","[""""]","{""x"": 0.34260906129066665, ""y"": 0.13465544136776147}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,63,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.11067,[36],"[""fish""]","[""""]","{""x"": 0.23004539967479673, ""y"": 0.1695111464932249}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,64,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.106305,[36],"[""fish""]","[""""]","{""x"": 0.20697283741138212, ""y"": 0.305558516899729}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,65,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.13536,[36],"[""fish""]","[""""]","{""x"": 0.2073727759364162, ""y"": 0.256716609659657}"
9,5,2020-12-28 18:48:35.775545,2020-12-28 18:48:35.212187,4,1,,,data/media/fish_test/GP010015_CUTTED_000186.jpg,8,0,1,80.9393,[],[],[],LOST Admin,,66,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,,point,,0,1,9,LOST Admin,,0.11457,[36],"[""fish""]","[""""]","{""x"": 0.8685613983739836, ""y"": 0.9066118590785907}"
10,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,1,,,data/media/fish_test/GP010008_CUTTED_2_001070.jpg,8,0,1,20.2006,[],[],[],LOST Admin,,67,5,2020-12-28 18:47:49.995544,2020-12-28 18:47:48.702664,4,,point,,0,1,10,LOST Admin,,0.097935,[36],"[""fish""]","[""""]","{""x"": 0.7950710466945605, ""y"": 0.6927446588935378}"
10,5,2020-12-28 18:48:36.912690,2020-12-28 18:48:36.540991,4,1,,,data/media/fish_test/GP010008_CUTTED_2_001070.jpg,8,0,1,20.2006,[],[],[],LOST Admin,,68,5,2020-12-28 18:47:49.995544,2020-12-28 18:47:48.702664,4,,point,,0,1,10,LOST Admin,,0.07416,[36],"[""fish""]","[""""]","{""x"": 0.779048488702929, ""y"": 0.5201377335936773}"
